JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2443648.7	7.7			Vis.	LX								V				U VUL		STD				
2443650.7	7.8			Vis.	LX								V				U VUL		STD				
2443664.7	7.6			Vis.	LX								V				U VUL		STD				
2443666.7	7.8			Vis.	LX								V				U VUL		STD				
2443669.7	7.1			Vis.	LX								V				U VUL		STD				
2443670.7	7.2			Vis.	LX								V				U VUL		STD				
2443671.6	7.4			Vis.	LX								V				U VUL		STD				
2443672.6	7.5			Vis.	LX								V				U VUL		STD				
2443673.6	7.7			Vis.	LX								V				U VUL		STD				
2443683.7	7.6			Vis.	LX								V				U VUL		STD				
2443684.6	7.2			Vis.	LX								V				U VUL		STD				
2443685.6	7.3			Vis.	LX								V				U VUL		STD				
2443690.6	7.8			Vis.	LX								V				U VUL		STD				
2443694.7	7.3			Vis.	LX								V				U VUL		STD				
2443697.6	7.7			Vis.	LX								V				U VUL		STD				
2443701.6	7.2			Vis.	LX								V				U VUL		STD				
2443702.7	7.4			Vis.	LX								V				U VUL		STD				
2443715.6	7.6			Vis.	LX								V				U VUL		STD				
2443718.6	7.2			Vis.	LX								V				U VUL		STD				
2443720.6	7.6			Vis.	LX								V				U VUL		STD				
2443734.6	7.3			Vis.	LX								V				U VUL		STD				
2443739.6	7.5			Vis.	LX								V				U VUL		STD				
2443741.6	7.2			Vis.	LX								V				U VUL		STD				
2443742.5	7.3			Vis.	LX								V				U VUL		STD				
2443743.6	7.5			Vis.	LX								V				U VUL		STD				
2443744.6	7.6			Vis.	LX								V				U VUL		STD				
2443747.6	7.8			Vis.	LX								V				U VUL		STD				
2443750.6	7.4			Vis.	LX								V				U VUL		STD				
2443753.6	7.8			Vis.	LX								V				U VUL		STD				
2443754.6	7.8			Vis.	LX								V				U VUL		STD				
2443755.6	7.3			Vis.	LX								V				U VUL		STD				
2443756.6	7.3			Vis.	LX								V				U VUL		STD				
2443757.6	7.3			Vis.	LX								V				U VUL		STD				
2443761.6	7.7			Vis.	LX								V				U VUL		STD				
2443766.6	7.3			Vis.	LX								V				U VUL		STD				
2443767.6	7.6			Vis.	LX								V				U VUL		STD				
2443771.5	7.5			Vis.	LX								V				U VUL		STD				
2443775.5	7.5			Vis.	LX								V				U VUL		STD				
2443776.5	7.6			Vis.	LX								V				U VUL		STD				
2443777.5	7.8			Vis.	LX								V				U VUL		STD				
2443778.6	7.7			Vis.	LX								V				U VUL		STD				
2443781.5	7.1			Vis.	LX								V				U VUL		STD				
2443782.5	7.3			Vis.	LX								V				U VUL		STD				
2443784.5	7.5			Vis.	LX								V				U VUL		STD				
2443788.6	7.2			Vis.	LX								V				U VUL		STD				
2443789.6	7.2			Vis.	LX								V				U VUL		STD				
2443790.6	7.2			Vis.	LX								V				U VUL		STD				
2443791.5	7.3			Vis.	LX								V				U VUL		STD				
2443792.6	7.7			Vis.	LX								V				U VUL		STD				
2443797.5	7.1			Vis.	LX								V				U VUL		STD				
2443799.6	7.4			Vis.	LX								V				U VUL		STD				
2443802.6	7.8			Vis.	LX								V				U VUL		STD				
2443803.5	7.4			Vis.	LX								V				U VUL		STD				
2443804.5	7.3			Vis.	LX								V				U VUL		STD				
2443809.5	7.7			Vis.	LX								V				U VUL		STD				
2443810.6	7.8			Vis.	LX								V				U VUL		STD				
2443811.5	7.5			Vis.	LX								V				U VUL		STD				
2443822.5	7.4			Vis.	LX								V				U VUL		STD				
2443823.5	7.8			Vis.	LX								V				U VUL		STD				
2443833.5	7.8			Vis.	LX								V				U VUL		STD				
2443838.5	7.2			Vis.	LX								V				U VUL		STD				
2443839.5	7.4			Vis.	LX								V				U VUL		STD				
2443841.5	7.9			Vis.	LX								V				U VUL		STD				
2443853.5	7.5			Vis.	LX								V				U VUL		STD				
2443855.5	7.5			Vis.	LX								V				U VUL		STD				
2443860.5	7.2			Vis.	LX								V				U VUL		STD				
2443866.5	7.9			Vis.	LX								V				U VUL		STD				
2443871.5	7.8			Vis.	LX								V				U VUL		STD				
2443983.7	7.4			Vis.	LX								V				U VUL		STD				
2443984.7	7.7			Vis.	LX								V				U VUL		STD				
2443991.7	7.7			Vis.	LX								V				U VUL		STD				
2444036.7	7.3			Vis.	LX								V				U VUL		STD				
2444037.7	7.4			Vis.	LX								V				U VUL		STD				
2444040.7	7.5			Vis.	LX								V				U VUL		STD				
2444041.6	7.7			Vis.	LX								V				U VUL		STD				
2444044.6	7.1			Vis.	LX								V				U VUL		STD				
2444048.7	7.8			Vis.	LX								V				U VUL		STD				
2444049.7	7.8			Vis.	LX								V				U VUL		STD				
2444050.6	7.8			Vis.	LX								V				U VUL		STD				
2444056.7	7.6			Vis.	LX								V				U VUL		STD				
2444057.7	7.8			Vis.	LX								V				U VUL		STD				
2444058.6	7.7			Vis.	LX								V				U VUL		STD				
2444059.6	7.4			Vis.	LX								V				U VUL		STD				
2444060.7	7.3			Vis.	LX								V				U VUL		STD				
2444061.6	7.3			Vis.	LX								V				U VUL		STD				
2444062.7	7.2			Vis.	LX								V				U VUL		STD				
2444076.6	7.1			Vis.	LX								V				U VUL		STD				
2444082.6	7.8			Vis.	LX								V				U VUL		STD				
2444083.6	7.4			Vis.	LX								V				U VUL		STD				
2444084.6	7.1			Vis.	LX								V				U VUL		STD				
2444091.6	7.5			Vis.	LX								V				U VUL		STD				
2444092.6	7.1			Vis.	LX								V				U VUL		STD				
2444099.5	7.5			Vis.	LX								V				U VUL		STD				
2444102.6	7.4			Vis.	LX								V				U VUL		STD				
2444103.6	7.5			Vis.	LX								V				U VUL		STD				
2444106.6	7.6			Vis.	LX								V				U VUL		STD				
2444108.6	7.0			Vis.	LX								V				U VUL		STD				
2444109.6	7.2			Vis.	LX								V				U VUL		STD				
2444112.5	7.7			Vis.	LX								V				U VUL		STD				
2444114.5	7.8			Vis.	LX								V				U VUL		STD				
2444115.6	7.4			Vis.	LX								V				U VUL		STD				
2444116.6	7.2			Vis.	LX								V				U VUL		STD				
2444117.5	7.1			Vis.	LX								V				U VUL		STD				
2444118.5	7.4			Vis.	LX								V				U VUL		STD				
2444119.5	7.5			Vis.	LX								V				U VUL		STD				
2444125.5	7.2			Vis.	LX								V				U VUL		STD				
2444126.6	7.3			Vis.	LX								V				U VUL		STD				
2444131.6	7.3			Vis.	LX								V				U VUL		STD				
2444132.5	7.2			Vis.	LX								V				U VUL		STD				
2444133.6	7.3			Vis.	LX								V				U VUL		STD				
2444134.5	7.5			Vis.	LX								V				U VUL		STD				
2444140.5	7.1			Vis.	LX								V				U VUL		STD				
2444142.6	7.5			Vis.	LX								V				U VUL		STD				
2444152.6	7.8			Vis.	LX								V				U VUL		STD				
2444153.5	7.7			Vis.	LX								V				U VUL		STD				
2444154.6	7.9			Vis.	LX								V				U VUL		STD				
2444155.5	7.7			Vis.	LX								V				U VUL		STD				
2444159.6	7.5			Vis.	LX								V				U VUL		STD				
2444160.5	7.6			Vis.	LX								V				U VUL		STD				
2444161.5	7.8			Vis.	LX								V				U VUL		STD				
2444162.5	7.9			Vis.	LX								V				U VUL		STD				
2444163.5	7.4			Vis.	LX								V				U VUL		STD				
2444167.5	7.6			Vis.	LX								V				U VUL		STD				
2444168.5	7.8			Vis.	LX								V				U VUL		STD				
2444169.5	7.8			Vis.	LX								V				U VUL		STD				
2444173.5	7.4			Vis.	LX								V				U VUL		STD				
2444174.5	7.4			Vis.	LX								V				U VUL		STD				
2444177.5	7.8			Vis.	LX								V				U VUL		STD				
2444182.5	7.4			Vis.	LX								V				U VUL		STD				
2444183.5	7.5			Vis.	LX								V				U VUL		STD				
2444190.5	7.3			Vis.	LX								V				U VUL		STD				
2444195.5	7.7			Vis.	LX								V				U VUL		STD				
2444196.5	7.4			Vis.	LX								V				U VUL		STD				
2444197.5	7.5			Vis.	LX								V				U VUL		STD				
2444200.5	7.8			Vis.	LX								V				U VUL		STD				
2444201.5	7.9			Vis.	LX								V				U VUL		STD				
2444205.5	7.3			Vis.	LX								V				U VUL		STD				
2444210.5	7.9			Vis.	LX								V				U VUL		STD				
2444211.5	7.5			Vis.	LX								V				U VUL		STD				
2444216.5	7.8			Vis.	LX								V				U VUL		STD				
2444226.5	7.8			Vis.	LX								V				U VUL		STD				
2444233.5	7.7			Vis.	LX								V				U VUL		STD				
2444234.5	7.7			Vis.	LX								V				U VUL		STD				
2444235.5	7.5			Vis.	LX								V				U VUL		STD				
2444236.5	7.1			Vis.	LX								V				U VUL		STD				
2444237.5	7.3			Vis.	LX								V				U VUL		STD				
2444238.5	7.5			Vis.	LX								V				U VUL		STD				
2444239.5	7.8			Vis.	LX								V				U VUL		STD				
2444241.5	7.8			Vis.	LX								V				U VUL		STD				
2444242.5	7.9			Vis.	LX								V				U VUL		STD				
2444341.8	7.3			Vis.	LX								V				U VUL		STD				
2444348.8	7.1			Vis.	LX								V				U VUL		STD				
2444352.7	7.7			Vis.	LX								V				U VUL		STD				
2444364.7	7.1			Vis.	LX								V				U VUL		STD				
2444369.7	7.7			Vis.	LX								V				U VUL		STD				
2444376.7	7.7			Vis.	LX								V				U VUL		STD				
2444385.7	7.8			Vis.	LX								V				U VUL		STD				
2444386.7	7.8			Vis.	LX								V				U VUL		STD				
2444396.6	7.2			Vis.	LX								V				U VUL		STD				
2444399.6	7.6			Vis.	LX								V				U VUL		STD				
2444403.7	7.2			Vis.	LX								V				U VUL		STD				
2444404.7	7.2			Vis.	LX								V				U VUL		STD				
2444405.6	7.3			Vis.	LX								V				U VUL		STD				
2444408.6	7.7			Vis.	LX								V				U VUL		STD				
2444409.6	7.7			Vis.	LX								V				U VUL		STD				
2444410.6	7.4			Vis.	LX								V				U VUL		STD				
2444413.6	7.2			Vis.	LX								V				U VUL		STD				
2444421.6	7.2			Vis.	LX								V				U VUL		STD				
2444425.6	7.6			Vis.	LX								V				U VUL		STD				
2444427.6	7.2			Vis.	LX								V				U VUL		STD				
2444428.6	7.3			Vis.	LX								V				U VUL		STD				
2444429.6	7.2			Vis.	LX								V				U VUL		STD				
2444433.6	7.7			Vis.	LX								V				U VUL		STD				
2444434.6	7.6			Vis.	LX								V				U VUL		STD				
2444435.6	7.3			Vis.	LX								V				U VUL		STD				
2444436.6	7.2			Vis.	LX								V				U VUL		STD				
2444439.6	7.3			Vis.	LX								V				U VUL		STD				
2444440.6	7.4			Vis.	LX								V				U VUL		STD				
2444448.7	7.7			Vis.	LX								V				U VUL		STD				
2444454.6	7.6			Vis.	LX								V				U VUL		STD				
2444461.6	7.3			Vis.	LX								V				U VUL		STD				
2444465.6	7.8			Vis.	LX								V				U VUL		STD				
2444467.7	7.0			Vis.	LX								V				U VUL		STD				
2444468.5	7.1			Vis.	LX								V				U VUL		STD				
2444469.5	7.2			Vis.	LX								V				U VUL		STD				
2444474.6	7.7			Vis.	LX								V				U VUL		STD				
2444475.5	7.4			Vis.	LX								V				U VUL		STD				
2444476.6	7.2			Vis.	LX								V				U VUL		STD				
2444477.6	7.2			Vis.	LX								V				U VUL		STD				
2444479.5	7.7			Vis.	LX								V				U VUL		STD				
2444482.5	7.6			Vis.	LX								V				U VUL		STD				
2444483.6	7.3			Vis.	LX								V				U VUL		STD				
2444484.6	7.3			Vis.	LX								V				U VUL		STD				
2444488.6	7.8			Vis.	LX								V				U VUL		STD				
2444489.5	8.0			Vis.	LX								V				U VUL		STD				
2444490.6	7.7			Vis.	LX								V				U VUL		STD				
2444494.5	7.3			Vis.	LX								V				U VUL		STD				
2444495.5	7.6			Vis.	LX								V				U VUL		STD				
2444496.5	7.8			Vis.	LX								V				U VUL		STD				
2444499.6	7.2			Vis.	LX								V				U VUL		STD				
2444502.5	7.2			Vis.	LX								V				U VUL		STD				
2444507.5	7.1			Vis.	LX								V				U VUL		STD				
2444509.5	7.1			Vis.	LX								V				U VUL		STD				
2444510.5	7.1			Vis.	LX								V				U VUL		STD				
2444511.5	7.7			Vis.	LX								V				U VUL		STD				
2444513.5	7.6			Vis.	LX								V				U VUL		STD				
2444517.5	7.2			Vis.	LX								V				U VUL		STD				
2444518.5	7.2			Vis.	LX								V				U VUL		STD				
2444519.5	7.5			Vis.	LX								V				U VUL		STD				
2444524.6	7.3			Vis.	LX								V				U VUL		STD				
2444525.5	7.2			Vis.	LX								V				U VUL		STD				
2444526.5	7.4			Vis.	LX								V				U VUL		STD				
2444527.5	7.6			Vis.	LX								V				U VUL		STD				
2444528.5	7.8			Vis.	LX								V				U VUL		STD				
2444529.5	7.8			Vis.	LX								V				U VUL		STD				
2444530.5	7.7			Vis.	LX								V				U VUL		STD				
2444532.5	7.3			Vis.	LX								V				U VUL		STD				
2444533.5	7.3			Vis.	LX								V				U VUL		STD				
2444545.5	7.8			Vis.	LX								V				U VUL		STD				
2444546.5	7.7			Vis.	LX								V				U VUL		STD				
2444547.5	7.2			Vis.	LX								V				U VUL		STD				
2444552.5	7.8			Vis.	LX								V				U VUL		STD				
2444555.5	7.2			Vis.	LX								V				U VUL		STD				
2444556.5	7.1			Vis.	LX								V				U VUL		STD				
2444560.5	7.7			Vis.	LX								V				U VUL		STD				
2444566.5	7.3			Vis.	LX								V				U VUL		STD				
2444569.5	7.8			Vis.	LX								V				U VUL		STD				
2444570.5	7.8			Vis.	LX								V				U VUL		STD				
2444573.5	7.3			Vis.	LX								V				U VUL		STD				
2444574.5	7.3			Vis.	LX								V				U VUL		STD				
2444580.5	7.3			Vis.	LX								V				U VUL		STD				
2444587.5	7.3			Vis.	LX								V				U VUL		STD				
2444588.5	7.2			Vis.	LX								V				U VUL		STD				
2444593.5	7.6			Vis.	LX								V				U VUL		STD				
2444594.5	7.5			Vis.	LX								V				U VUL		STD				
2444595.5	7.2			Vis.	LX								V				U VUL		STD				
2444599.5	7.5			Vis.	LX								V				U VUL		STD				
2444600.5	7.6			Vis.	LX								V				U VUL		STD				
2444604.5	7.1			Vis.	LX								V				U VUL		STD				
2444607.5	7.6			Vis.	LX								V				U VUL		STD				
2444695.9	7.6			Vis.	LX								V				U VUL		STD				
2444733.7	7.2			Vis.	LX								V				U VUL		STD				
2444741.7	7.3			Vis.	LX								V				U VUL		STD				
2444742.7	7.4			Vis.	LX								V				U VUL		STD				
2444743.6	7.4			Vis.	LX								V				U VUL		STD				
2444744.7	7.6			Vis.	LX								V				U VUL		STD				
2444748.7	7.2			Vis.	LX								V				U VUL		STD				
2444749.6	7.2			Vis.	LX								V				U VUL		STD				
2444756.6	7.2			Vis.	LX								V				U VUL		STD				
2444757.6	7.2			Vis.	LX								V				U VUL		STD				
2444760.7	7.7			Vis.	LX								V				U VUL		STD				
2444761.6	7.7			Vis.	LX								V				U VUL		STD				
2444763.6	7.1			Vis.	LX								V				U VUL		STD				
2444765.6	7.2			Vis.	LX								V				U VUL		STD				
2444782.7	7.3			Vis.	LX								V				U VUL		STD				
2444783.6	7.5			Vis.	LX								V				U VUL		STD				
2444784.6	7.8			Vis.	LX								V				U VUL		STD				
2444792.6	7.7			Vis.	LX								V				U VUL		STD				
2444793.6	7.7			Vis.	LX								V				U VUL		STD				
2444796.6	7.2			Vis.	LX								V				U VUL		STD				
2444799.6	7.7			Vis.	LX								V				U VUL		STD				
2444800.7	7.8			Vis.	LX								V				U VUL		STD				
2444801.6	7.8			Vis.	LX								V				U VUL		STD				
2444802.6	7.7			Vis.	LX								V				U VUL		STD				
2444803.6	7.1			Vis.	LX								V				U VUL		STD				
2444804.6	7.3			Vis.	LX								V				U VUL		STD				
2444810.6	7.3			Vis.	LX								V				U VUL		STD				
2444813.6	7.2			Vis.	LX								V				U VUL		STD				
2444817.6	7.6			Vis.	LX								V				U VUL		STD				
2444818.6	7.5			Vis.	LX								V				U VUL		STD				
2444823.6	7.6			Vis.	LX								V				U VUL		STD				
2444824.5	7.7			Vis.	LX								V				U VUL		STD				
2444827.7	7.2			Vis.	LX								V				U VUL		STD				
2444833.6	7.9			Vis.	LX								V				U VUL		STD				
2444834.6	7.6			Vis.	LX								V				U VUL		STD				
2444837.6	7.2			Vis.	LX								V				U VUL		STD				
2444838.5	7.5			Vis.	LX								V				U VUL		STD				
2444840.5	7.8			Vis.	LX								V				U VUL		STD				
2444843.6	7.3			Vis.	LX								V				U VUL		STD				
2444847.6	7.7			Vis.	LX								V				U VUL		STD				
2444849.6	7.8			Vis.	LX								V				U VUL		STD				
2444852.5	7.3			Vis.	LX								V				U VUL		STD				
2444853.5	7.6			Vis.	LX								V				U VUL		STD				
2444857.6	7.8			Vis.	LX								V				U VUL		STD				
2444860.6	7.3			Vis.	LX								V				U VUL		STD				
2444861.5	7.4			Vis.	LX								V				U VUL		STD				
2444866.5	7.5			Vis.	LX								V				U VUL		STD				
2444867.5	7.1			Vis.	LX								V				U VUL		STD				
2444868.5	7.1			Vis.	LX								V				U VUL		STD				
2444876.5	7.1			Vis.	LX								V				U VUL		STD				
2444877.7	7.4			Vis.	LX								V				U VUL		STD				
2444880.6	7.8			Vis.	LX								V				U VUL		STD				
2444881.6	7.9			Vis.	LX								V				U VUL		STD				
2444882.5	7.3			Vis.	LX								V				U VUL		STD				
2444883.5	7.2			Vis.	LX								V				U VUL		STD				
2444887.6	7.8			Vis.	LX								V				U VUL		STD				
2444889.5	7.8			Vis.	LX								V				U VUL		STD				
2444891.5	7.2			Vis.	LX								V				U VUL		STD				
2444892.5	7.4			Vis.	LX								V				U VUL		STD				
2444894.5	7.5			Vis.	LX								V				U VUL		STD				
2444895.5	7.8			Vis.	LX								V				U VUL		STD				
2444897.5	7.8			Vis.	LX								V				U VUL		STD				
2444898.5	7.5			Vis.	LX								V				U VUL		STD				
2444898.5	7.6			Vis.	LX								V				U VUL		STD				
2444899.5	7.0			Vis.	LX								V				U VUL		STD				
2444906.5	7.6			Vis.	LX								V				U VUL		STD				
2444909.5	7.6			Vis.	LX								V				U VUL		STD				
2444911.5	7.8			Vis.	LX								V				U VUL		STD				
2444912.5	7.8			Vis.	LX								V				U VUL		STD				
2444913.5	7.8			Vis.	LX								V				U VUL		STD				
2444915.5	7.3			Vis.	LX								V				U VUL		STD				
2444917.5	7.3			Vis.	LX								V				U VUL		STD				
2444920.5	7.8			Vis.	LX								V				U VUL		STD				
2444921.5	7.8			Vis.	LX								V				U VUL		STD				
2444931.5	7.3			Vis.	LX								V				U VUL		STD				
2444932.5	7.4			Vis.	LX								V				U VUL		STD				
2444934.5	7.4			Vis.	LX								V				U VUL		STD				
2444938.5	7.7			Vis.	LX								V				U VUL		STD				
2444939.5	7.1			Vis.	LX								V				U VUL		STD				
2444951.5	7.8			Vis.	LX								V				U VUL		STD				
2444952.5	7.8			Vis.	LX								V				U VUL		STD				
2444959.5	7.7			Vis.	LX								V				U VUL		STD				
2444968.5	7.8			Vis.	LX								V				U VUL		STD				
2444996.9	7.3			Vis.	LX								V				U VUL		STD				
2445023.9	7.6			Vis.	LX								V				U VUL		STD				
2445083.7	7.1			Vis.	LX								V				U VUL		STD				
2445084.7	7.4			Vis.	LX								V				U VUL		STD				
2445105.6	7.6			Vis.	LX								V				U VUL		STD				
2445111.6	7.6			Vis.	LX								V				U VUL		STD				
2445123.6	7.3			Vis.	LX								V				U VUL		STD				
2445135.6	7.7			Vis.	LX								V				U VUL		STD				
2445144.7	7.8			Vis.	LX								V				U VUL		STD				
2445154.7	7.2			Vis.	LX								V				U VUL		STD				
2445155.6	7.0			Vis.	LX								V				U VUL		STD				
2445156.6	7.1			Vis.	LX								V				U VUL		STD				
2445157.6	7.2			Vis.	LX								V				U VUL		STD				
2445160.6	7.7			Vis.	LX								V				U VUL		STD				
2445161.6	7.5			Vis.	LX								V				U VUL		STD				
